artist,genre,score,author
The Mountain Goats,Rock,8.0,Jeremy D. Larson
Vatican Shadow,Experimental,7.2,Andy O'Connor
Hanna,Electronic,7.6,Ben Cardew
New Jackson,Electronic,7.2,Andy Beta
Will Stratton,"Folk/Country,Rock",7.0,Saby Reyes-Kulkarni
Violent Femmes,Rock,9.1,Steven Hyden
Nick Murphy,Electronic,6.2,Patric Fallon
Wale,Rap,6.0,Jonah Bromwich
Ellen Allien,Electronic,7.6,Stacey Anderson
Heather Trost,"Folk/Country,Rock,Pop/R&B",7.6,Jesse Jarnow
(Sandy) Alex G,Rock,8.4,Ian Cohen
J Hus,Rap,7.8,Paul A. Thompson
Michael Mayer,Electronic,7.4,Philip Sherburne
Ho99o9,Rap,6.7,Zoe Camp
Jlin,Electronic,8.8,Andrew Nosnitsky
Tigers Jaw,Rock,7.2,Ian Cohen
Land of Talk,Rock,7.0,Nina Mashurova
MC Bin Laden,Global,7.7,Kevin Lozano
Do Make Say Think,Rock,7.8,Jay Balfour
"Jonny Nash, Suzanne Kraft","Electronic,Experimental",7.6,Philip Sherburne
Moon Duo,Rock,7.3,Marc Masters
Nightlands,Rock,6.8,Sam Sodomsky
Harry Styles,Pop/R&B,6.8,Jamieson Cox
Hoops,Rock,7.0,Steven Arroyo
Tall Juan,Rock,6.2,Saby Reyes-Kulkarni
Paramore,Rock,7.5,Ryan Dombal
Chino Amobi,Electronic,7.7,Chal Ravens
Spencer Radcliffe & Everyone Else,Rock,7.4,Colin Joyce
The Van Pelt,Rock,7.4,Saby Reyes-Kulkarni
Endlings,"Experimental,Rock",6.8,Raymond Cummings
JAY-Z,Rap,9.4,Jayson Greene
Nick Cave & the Bad Seeds,Rock,8.1,Zoe Camp
Sevdaliza,Pop/R&B,7.7,Saby Reyes-Kulkarni
Slackk,,6.3,Nate Patrin
AceMo,Electronic,7.3,Jesse Weiss
Girlpool,Rock,8.3,Jillian Mapes
Logic,Rap,5.2,Sheldon Pearce
Brother Ali,Rap,7.4,Jay Balfour
Fazerdaze,Pop/R&B,7.0,David Glickman
Animal Collective,Experimental,7.3,Stuart Berman
Blondie,Rock,6.7,Maura Johnston
Oxbow,Metal,7.3,Zoe Camp
Penguin Cafe,Experimental,6.4,Andy Beta
Alice Coltrane,Jazz,8.8,Jenn Pelly
Todd Rundgren,Rock,6.6,Sam Sodomsky
Nite Jewel,Pop/R&B,7.5,Erin Vanderhoof
Croatian Amor,Electronic,6.3,Daniel Martin-McCormick
At the Drive In,Rock,5.8,Ian Cohen
Juana Molina,Folk/Country,8.0,Matthew Ismael Ruiz
Bonnie “Prince” Billy,Folk/Country,7.4,Sam Sodomsky
Full of Hell,Metal,7.7,Zoe Camp
Slowdive,Rock,8.6,Sean T. Collins
Black Lips,Rock,6.6,Stuart Berman
Joan Shelley,Folk/Country,7.6,Laura Snapes
Niia,Pop/R&B,7.1,Marcus J. Moore
Horse Lords,Experimental,7.0,Seth Colter Walls
Green Day,Rock,8.7,Marc Hogan
Grateful Dead,Rock,9.0,Jesse Jarnow
Forest Swords,Experimental,7.8,Nathan Reese
Tiny Vipers,Experimental,7.7,Sam Sodomsky
Kweku Collins,Rap,7.6,Briana Younger
Perfume Genius,Pop/R&B,8.8,Laura Snapes
The Afghan Whigs,Rock,7.6,Stuart Berman
G Perico,Rap,7.9,Paul A. Thompson
Mac DeMarco,Rock,7.9,Mark Richardson
Pond,Rock,7.7,Saby Reyes-Kulkarni
Priests,Rock,7.8,Quinn Moreland
Sufjan Stevens,Folk/Country,7.7,Sam Sodomsky
Cashmere Cat,Electronic,6.1,Andy Beta
Kara-Lis Coverdale,Electronic,7.7,Thea Ballard
Aaron Dilloway,Experimental,7.6,Daniel Martin-McCormick
BNQT,Rock,5.8,Philip Cosores
Colin Stetson,Experimental,7.1,Jayson Greene
Autarkic,Electronic,6.6,Andy Beta
WALL,Rock,7.6,Quinn Moreland
Mary J. Blige,Pop/R&B,7.7,Julianne Escobedo Shepherd
Ryuichi Sakamoto,Electronic,8.0,Andy Beta
Sophia Kennedy,Electronic,7.8,Philip Sherburne
Juliana Hatfield,Rock,6.8,Evan Rytlewski
Mark Lanegan Band,Rock,6.3,Saby Reyes-Kulkarni
Fugazi,Rock,8.6,Jason Diamond
Willie Nelson,Rock,7.6,Andy Beta
ANAMAI,Experimental,6.8,Louis Pattison
JMSN,Pop/R&B,6.3,Elias Leight
Swans,"Rock,Experimental",7.2,Saby Reyes-Kulkarni
Gorillaz,"Electronic,Rock",6.9,Jayson Greene
Thurston Moore,Rock,7.7,Stuart Berman
The New Year,Rock,7.4,Paul Thompson
College,Experimental,5.9,Philip Sherburne
Feist,Rock,7.7,Jillian Mapes
Collin Strange,Electronic,6.8,Thea Ballard
Luc Ferrari,"Experimental,Rock",8.0,Andy Beta
Software,Electronic,6.5,Kevin Lozano
Sylvan Esso,Pop/R&B,7.2,Stacey Anderson
Mew,Rock,6.2,Saby Reyes-Kulkarni
Tara Jane O’Neil,Folk/Country,7.5,Quinn Moreland
Real Life Buildings,Rock,6.5,Zoe Camp
"Bruce Springsteen, The E Street Band",Rock,9.2,Sam Sodomsky
Ravyn Lenae,Pop/R&B,7.8,Marcus J. Moore
Tee Grizzley,Rap,7.2,Paul A. Thompson
Shugo Tokumaru,Experimental,6.3,Mehan Jayasuriya
Woods,Rock,6.8,Philip Cosores
Formation,Rock,4.2,Ian Cohen
Valgeir Sigurðsson,Experimental,6.7,Seth Colter Walls
Caddywhompus,Rock,7.8,Patric Fallon
Nocow,Electronic,7.4,Jesse Weiss
Portishead,Electronic,9.5,Philip Sherburne
Playboi Carti,Rap,7.3,Briana Younger
Meredith Monk,Experimental,8.7,Seth Colter Walls
Rich Homie Quan,Rap,7.5,Paul A. Thompson
Golden Pelicans,Rock,7.5,Evan Minsker
GAS,Electronic,8.8,Mark Richardson
Charly Bliss,Rock,7.8,Katherine St. Asaph
Blue Iverson,Pop/R&B,7.5,Patric Fallon
The Blaze,Electronic,5.8,Philip Sherburne
Shamir,Pop/R&B,6.0,Cameron Cook
Mr. Mitch,Electronic,7.2,Louis Pattison
J Dilla,Rap,6.8,Nate Patrin
Kelly Moran,Experimental,7.8,Seth Colter Walls
John Mayer,Rock,4.9,Katherine St. Asaph
San Fermin,Rock,5.8,Marc Hogan
Hovvdy,Rock,7.3,Colin Joyce
Alexandra Savior,Pop/R&B,6.0,Hilary Hughes
Kendrick Lamar,Rap,9.2,Matthew Trammell
Ray Davies,Rock,7.3,Barry Walters
Thelonious Monk,Jazz,8.7,Michael J. Agovino
Loose Tooth,Rock,6.6,Zoe Camp
Joe Goddard,Electronic,7.2,Cameron Cook
Phew,Experimental,7.4,Andy Beta
Arto Lindsay,Experimental,7.5,Alfred Soto
"Vicky Chow, Michael Gordon",Experimental,7.5,Seth Colter Walls
Black Flag,Rock,9.2,Matthew Schnipper
Lydia Ainsworth,Experimental,6.6,Rachel Hahn
Mary Lattimore,Experimental,7.6,Marc Masters
Connoisseur,Metal,6.4,Saby Reyes-Kulkarni
Little Dragon,Electronic,5.6,Evan Rytlewski
Raekwon,Rap,7.4,Matthew Ismael Ruiz
DJ Seinfeld,Electronic,6.9,Chal Ravens
CupcakKe,Rap,7.6,Briana Younger
Passion Pit,Pop/R&B,7.5,Ian Cohen
Body Count,"Metal,Rap",5.7,Saby Reyes-Kulkarni
Sun Ra and His Arkestra,Jazz,8.0,Sheldon Pearce
Section Boyz,Rap,6.6,Matthew Ismael Ruiz
Actress,Electronic,7.9,Thea Ballard
Lil Ugly Mane,Rap,8.2,Andy O'Connor
Vanbot,Electronic,6.0,Philip Sherburne
Allan Kingdom,Rap,7.4,Sheldon Pearce
The Chainsmokers,Electronic,4.2,Philip Sherburne
GoldLink,Rap,7.5,Mehan Jayasuriya
Guided by Voices,Rock,7.1,Saby Reyes-Kulkarni
Overmono,Electronic,7.4,Andrew Gaerig
Future Islands,Rock,7.6,Laura Snapes
Joey Bada$$,Rap,6.4,Matthew Strauss
Varg,Electronic,7.2,Philip Sherburne
The Spirit of the Beehive,Rock,6.8,Ian Cohen
Annie Hardy,Rock,7.3,Erin Vanderhoof
Sade,Pop/R&B,9.3,Brad Nelson
The New Pornographers,Rock,7.2,Stacey Anderson
Davy Kehoe,Electronic,7.7,Philip Sherburne
Cory Branan,Rock,7.5,Stephen M. Deusner
Clark,Electronic,7.4,Brian Howe
Father John Misty,Rock,7.6,Jazz Monroe
Diet Cig,Rock,5.1,Quinn Moreland
White Reaper,Rock,8.0,Ian Cohen
Soulwax,Electronic,7.0,Saby Reyes-Kulkarni
Bob Dylan,Rock,6.5,Mike Powell
Dopplereffekt,Electronic,7.3,Daniel Martin-McCormick
Aye Nako,Rock,7.9,Matthew Ismael Ruiz
"Joshua Abrams, Natural Information Society",Experimental,8.1,Marc Masters
Arca,Experimental,8.5,Kevin Lozano
Milk Music,Rock,7.6,Nina Mashurova
Show Me the Body,Rock,6.0,Zoe Camp
Wire,Rock,7.1,Marc Masters
Jamiroquai,Jazz,7.0,Steven J. Horowitz
Daniel Brandt,Experimental,7.6,Jay Balfour
Orchestra Baobab,Global,7.5,Andy Beta
Mastodon,Metal,7.6,Saby Reyes-Kulkarni
Julia Holter,Experimental,7.6,Sam Lefebvre
British Sea Power,Rock,7.3,Stuart Berman
Ahmad Jamal,Jazz,8.0,Michael J. Agovino
Liquid Liquid,"Electronic,Experimental,Rock",9.2,Sasha Frere-Jones
Rick Ross,Rap,6.9,Paul A. Thompson
Aimee Mann,Rock,7.8,Barry Walters
Boss Hog,Rock,7.8,Stuart Berman
Arthur Russell,Experimental,8.4,Seth Colter Walls
Mike WiLL Made-It,Rap,6.9,Sheldon Pearce
Pile,Rock,7.7,Nina Corcoran
Wolf Eyes,Experimental,7.3,Zoe Camp
Janka Nabay and the Bubu Gang,Global,6.9,Andy Beta
Pharmakon,Experimental,7.9,Marc Masters
Sacred Paws,Rock,7.7,Paul Thompson
Goldfrapp,Pop/R&B,7.4,Sean T. Collins
Yaeji,Electronic,7.1,Kevin Lozano
Freddie Gibbs,Rap,7.5,Nate Patrin
Nelly Furtado,Pop/R&B,6.8,Katherine St. Asaph
"Starlito, Don Trip",Rap,7.7,Paul A. Thompson
Ragnar Grippe,Experimental,8.1,Thea Ballard
Kelly Lee Owens,Electronic,8.0,Philip Sherburne
Paul McCartney,Rock,7.3,Stephen Thomas Erlewine
Chaz Bundick Meets the Mattson 2,Rock,6.9,Stuart Berman
Karima Walker,Experimental,7.4,Colin Joyce
Charli XCX,Pop/R&B,6.3,Katherine St. Asaph
Diamanda Galás,Experimental,7.5,Colin Joyce
Tonstartssbandht,Rock,7.7,Andy Beta
Jacques Greene,Electronic,7.6,Matthew Ismael Ruiz
Sneaks,Rock,7.3,Sean Stanley
Glenn Gould,Jazz,10.0,Seth Colter Walls
The Courtneys,Rock,8.0,Jenn Pelly
Octo Octa,Electronic,7.6,Chris Randle
Cameron Avery,Rock,6.5,Matthew Strauss
Mount Eerie,Rock,9.0,Mike Powell
Pallbearer,Metal,6.0,Andy O'Connor
Fucked Up,Metal,7.4,Saby Reyes-Kulkarni
The Fun Years,Electronic,8.1,Grayson Haver Currin
Craig Finn,Rock,7.8,Sam Sodomsky
Sorority Noise,Rock,8.0,Ian Cohen
Porter Ray,Rap,6.6,Sheldon Pearce
Lea Bertucci,Experimental,7.0,Thea Ballard
Drake,Rap,7.8,Jayson Greene
Talaboman,Electronic,7.6,Philip Sherburne
The Bug Vs Earth,Experimental,7.4,Nate Patrin
Giusto Pio,Experimental,8.2,Andy Beta
Real Estate,Rock,7.2,Laura Snapes
Laetitia Sadier Source Ensemble,Experimental,6.8,Robert Ham
Miles Okazaki,Jazz,7.7,Seth Colter Walls
Joakim,"Electronic,Pop/R&B",7.2,Elias Leight
The Jesus and Mary Chain,Rock,6.7,Stuart Berman
Soundgarden,Rock,7.3,Maura Johnston
Spiral Stairs,Rock,6.4,Raymond Cummings
Obituary,Metal,7.6,Andy O'Connor
ADULT.,Electronic,7.9,Philip Sherburne
Wailing Souls,Global,8.7,Michael E. Veal
Depeche Mode,"Electronic,Rock",6.8,Saby Reyes-Kulkarni
The Creation,Rock,8.7,Stephen Thomas Erlewine
Bonny Doon,Rock,7.4,Nina Corcoran
ANOHNI,Experimental,7.7,Quinn Moreland
NE-HI,Rock,6.9,Steven Arroyo
Shobaleader One,Electronic,5.7,Louis Pattison
GRID,Experimental,7.1,Seth Colter Walls
Spoon,Rock,7.4,Jillian Mapes
Your Old Droog,Rap,7.7,Matthew Ismael Ruiz
Sarah Davachi,Electronic,7.3,Raymond Cummings
Daymé Arocena,Global,7.6,Minna Zhou
Hurray for the Riff Raff,Rock,8.1,Matthew Ismael Ruiz
Drexciya,Electronic,7.6,Daniel Martin-McCormick
Parlor Walls,Rock,7.5,Saby Reyes-Kulkarni
"Jean-Michel Blais, CFCF","Electronic,Experimental",7.3,Andy Beta
Conor Oberst,Rock,6.6,Ian Cohen
Laura Marling,Folk/Country,7.7,Jazz Monroe
Buzzcocks,Rock,8.2,Douglas Wolk
Lil Durk,Rap,7.1,Dean Van Nguyen
The Shins,Rock,7.6,Evan Rytlewski
Midori Takada,"Experimental,Global",8.7,Andy Beta
Tennis,Rock,6.4,Elias Leight
Children of Alice,Experimental,7.3,Jazz Monroe
Elucid,Rap,7.5,Paul A. Thompson
Thelonious Monk,Jazz,9.1,Ben Ratliff
Fleetwood Mac,Rock,8.7,Brad Nelson
Roc Marciano,Rap,8.0,Paul A. Thompson
Blanck Mass,Electronic,8.1,Ian Cohen
José James,Jazz,7.3,Seth Colter Walls
Jay Som,Rock,8.6,Judy Berman
Ed Sheeran,Rock,2.8,Laura Snapes
Steve Lacy,Pop/R&B,7.4,Jonah Bromwich
Rolling Blackouts Coastal Fever,Rock,8.1,Stuart Berman
"John Carpenter, Ennio Morricone",Experimental,7.2,Andy Beta
The Notorious B.I.G.,Rap,10.0,Matthew Trammell
The Notorious B.I.G.,Rap,9.5,kris ex
Puff Daddy & the Family,Rap,7.8,Sheldon Pearce
The Notorious B.I.G.,Rap,6.0,Jayson Greene
Grandaddy,Rock,6.0,Ian Cohen
Immolation,Metal,7.7,Saby Reyes-Kulkarni
Elliott Smith,Rock,10.0,Matt LeMay
WHY?,Rap,7.7,Ian Cohen
Erasmo Carlos,Global,9.0,Michael J. Agovino
Ibibio Sound Machine,"Global,Pop/R&B",7.0,Minna Zhou
The Magnetic Fields,Rock,7.4,Sam Sodomsky
Peter Silberman,Rock,6.9,Ian Cohen
DJ Seinfeld,Electronic,6.9,Jesse Weiss
Sleaford Mods,Rock,7.9,Louis Pattison
DMX,Rap,9.0,Sheldon Pearce
Clap Your Hands Say Yeah,Rock,7.5,Stuart Berman
Cameron Graves,Jazz,7.7,Michael J. Agovino
Career Suicide,Rock,7.5,Sam Lefebvre
Future,Rap,7.8,Rebecca Haithcoat
PC Worship,Rock,7.3,Raymond Cummings
Aseethe,Rock,6.0,Saby Reyes-Kulkarni
Dams of the West,Rock,4.6,Marc Hogan
Vagabon,Rock,8.5,Kevin Lozano
Oddisee,Rap,7.0,Elias Leight
Sherwood & Pinch,Electronic,6.7,Andy Beta
Karriem Riggins,Rap,7.3,Jonah Bromwich
Power Trip,Metal,8.4,Zoe Camp
Los Campesinos!,Rock,7.6,Ryan Dombal
Pissed Jeans,Rock,7.9,Evan Rytlewski
Xiu Xiu,"Experimental,Rock",6.4,Seth Colter Walls
Sun Kil Moon,Folk/Country,6.5,Sam Sodomsky
Stormzy,Rap,7.6,Matthew Ismael Ruiz
Entrance,Rock,7.4,Grayson Haver Currin
Six Organs of Admittance,Experimental,8.1,Stuart Berman
Flume,Electronic,5.8,Elias Leight
Thundercat,"Jazz,Pop/R&B",8.5,Marcus J. Moore
The Feelies,Rock,8.0,Marc Masters
Jonwayne,Rap,7.6,Sheldon Pearce
Six by Seven,Rock,8.0,Stuart Berman
Weezer,Rock,10.0,Jillian Mapes
Kingdom,Electronic,6.7,Kevin Lozano
King Gizzard & The Lizard Wizard,Rock,7.4,Stuart Berman
Grails,"Metal,Rock",7.7,Marc Masters
Alison Krauss,Folk/Country,5.9,Stephen M. Deusner
Dirty Projectors,Rock,7.8,Sam Sodomsky
Crystal Fairy,Rock,7.7,Saby Reyes-Kulkarni
Wild Pink,Rock,7.3,Ian Cohen
Future,Rap,7.3,Sheldon Pearce
Strand of Oaks,Rock,6.5,Stephen M. Deusner
Rhiannon Giddens,Folk/Country,7.6,Jonathan Bernstein
Tim Darcy,Rock,7.0,Stuart Berman
Jidenna,"Pop/R&B,Rap",5.8,Elias Leight
Jens Lekman,Rock,8.0,Matthew Ismael Ruiz
Vermont,Electronic,6.8,Philip Sherburne
SiR,Pop/R&B,7.6,H. Drew Blackburn
Bing & Ruth,Experimental,8.2,Mark Richardson
Moon Duo,Rock,7.1,Ryan Leas
Call Super,Electronic,7.6,Philip Sherburne
Earthen Sea,Electronic,8.1,Andy Beta
Mozart’s Sister,Rock,7.6,Jay Balfour
Visible Cloaks,Electronic,8.7,Andy Beta
"Fat Joe, Remy Ma","Rap,Pop/R&B",5.3,Evan Rytlewski
Fatima Yamaha,Electronic,6.8,Elias Leight
Amnesia Scanner,Experimental,8.0,Jonathan Patrick
Neil Young,Rock,7.8,Sam Sodomsky
Tinariwen,Global,8.2,Seth Colter Walls
The Necks,Experimental,8.0,Grayson Haver Currin
Noveller,Rock,6.5,Thea Ballard
Sallie Ford,Folk/Country,7.1,Eric R. Danton
Animal Collective,Experimental,6.1,Marc Hogan
King Woman,Metal,8.2,Grayson Haver Currin
Young Marco,Electronic,7.9,Andy Beta
Meatbodies,Rock,6.3,Evan Minsker
Paul White,"Experimental,Rap,Rock",6.9,Mehan Jayasuriya
Maggie Rogers,Pop/R&B,6.5,Katherine St. Asaph
Craig Taborn,"Experimental,Jazz",8.2,Seth Colter Walls
Lowly,Pop/R&B,7.8,Saby Reyes-Kulkarni
Ryan Adams,Rock,6.2,Ian Cohen
Hand Habits,Rock,7.6,Quinn Moreland
Quelle Chris,Rap,7.6,Nate Patrin
Mind Over Mirrors,Experimental,6.8,Andy Beta
Lupe Fiasco,Rap,7.4,"Edwn ""STATS"" Houghton"
The Orwells,Rock,5.8,Ian Cohen
Fire-Toolz,Experimental,6.7,Zoe Camp
Ornette Coleman,Jazz,8.1,Seth Colter Walls
The Other People Place,Electronic,8.8,Andy Beta
Jesca Hoop,"Folk/Country,Pop/R&B",7.3,Stephen Deusner
Jim O’Rourke,Experimental,9.1,Mark Richardson
Le Car,Electronic,6.8,Kevin Lozano
Stef Chura,Rock,7.2,Jayson Greene
Communions,Rock,6.5,Saby Reyes-Kulkarni
Differ-Ent,Electronic,6.5,Daniel Martin-McCormick
Surfer Blood,Rock,6.9,Evan Rytlewski
Palberta,Rock,7.7,Colin Joyce
Trevor de Brauw,Rock,7.3,Grayson Haver Currin
Pillorian,Metal,6.8,Andy O'Connor
Big Sean,Rap,6.3,Matthew Strauss
Elbow,Rock,7.1,Ryan Leas
Matt Martians,Pop/R&B,6.0,Elias Leight
Emptyset,Electronic,7.4,Saby Reyes-Kulkarni
Syd,Pop/R&B,8.1,Alex Frank
The Menzingers,Rock,6.5,Ian Cohen
Teen Daze,Rock,7.5,Patric Fallon
Sinkane,Electronic,7.3,Dean Van Nguyen
Carsten Jost,Electronic,7.0,Philip Sherburne
Porcelain Raft,"Electronic,Rock",6.7,Saby Reyes-Kulkarni
Black Joe Lewis & the Honeybears,Rock,6.0,Elias Leight
Matthew Shipp Trio,Experimental,7.2,Marc Masters
RAMZi,Electronic,7.6,Andy Beta
Julie Byrne,Folk/Country,8.3,Jenn Pelly
Mega Bog,Experimental,7.4,Quinn Moreland
Tobin Sprout,Rock,6.7,Saby Reyes-Kulkarni
Oso Oso,Rock,7.8,Ian Cohen
"M. Lamar, Hunter Hunt-Hendrix",Experimental,7.7,Seth Colter Walls
Björk,"Electronic,Pop/R&B",10.0,Philip Sherburne
Mozzy,Rap,7.1,Matthew Strauss
Iron Reagan,Metal,6.7,Zoe Camp
"Neill Von Tally, The Last Artful, Dodgr",Rap,7.2,Mehan Jayasuriya
Sampha,Electronic,8.6,Marcus J. Moore
Allison Crutchfield,Rock,7.8,Jazz Monroe
Homeshake,Rock,7.3,Kevin Lozano
K. Leimer,Electronic,8.2,Andy Beta
Sleater-Kinney,Rock,8.3,Jillian Mapes
Strawberry Switchblade,Rock,7.0,Louis Pattison
Rose Elinor Dougall,"Pop/R&B,Rock",7.2,Katherine St. Asaph
BANANA,Experimental,6.6,Jonah Bromwich
Priests,Rock,8.5,Laura Snapes
Urochromes,Rock,7.8,Evan Minsker
Cuddle Magic,Rock,7.3,Saby Reyes-Kulkarni
Age Coin,Electronic,6.3,Thea Ballard
Migos,Rap,8.1,Paul A. Thompson
Wiley,Rap,7.4,Mehan Jayasuriya
Los Lichis,Experimental,8.0,Robert Ham
Landlady,Rock,7.6,Stephen Deusner
Kehlani,Pop/R&B,7.0,Katherine St. Asaph
CEP,Experimental,7.0,Thea Ballard
Max Richter,Experimental,7.4,Kevin Lozano
Egyptrixx,Electronic,6.7,Philip Sherburne
Pet Shop Boys,Electronic,8.5,Barry Walters
Tomorrow's People,Pop/R&B,6.8,Andy Beta
Delicate Steve,Pop/R&B,7.3,Stuart Berman
Jansport J,Rap,7.6,Jonah Bromwich
Fufanu,Rock,7.3,Ryan Leas
"Ariel Pink, Weyes Blood",Rock,6.6,Andy Beta
Pinegrove,Rock,7.5,Sam Sodomsky
P.O.S,Rap,7.4,Seth Colter Walls
Jefe,Rap,6.9,Sheldon Pearce
Cloud Nothings,Rock,7.0,Evan Minsker
Mark Eitzel,Rock,8.1,Sam Sodomsky
Vitalic,"Electronic,Rock",5.4,Nate Patrin
Buscabulla,Electronic,7.5,Matthew Ismael Ruiz
Ty Segall,Rock,8.0,Stuart Berman
Kodie Shane,Rap,7.1,Sheldon Pearce
Sinai Vessel,Rock,7.7,Ian Cohen
Cherry Glazerr,Rock,7.4,Quinn Moreland
Japandroids,Rock,7.1,Matthew Ramirez
Matthew Dear,Electronic,7.4,Philip Sherburne
Of Montreal,Rock,5.4,Evan Rytlewski
Trouble,Rap,6.9,Jay Balfour
Richard Pinhas,Experimental,7.2,Marc Masters
Trey Songz,Pop/R&B,7.3,Da'Shan Smith
Kreator,Metal,6.2,Saby Reyes-Kulkarni
Bell Biv Devoe,Pop/R&B,5.5,Elias Leight
PnB Rock,Rap,6.6,David Turner
Phil Ochs,Folk/Country,8.5,Stacey Anderson
Austra,"Electronic,Rock",7.4,Katherine St. Asaph
Stefflon Don,Rap,6.0,Vanessa Okoth-Obbo
Naaahhh,Electronic,6.2,Louis Pattison
"Shackleton, Vengeance Tenfold",Electronic,8.0,Daniel Martin-McCormick
Angelo Badalamenti,Experimental,8.4,Andy Beta
Tornado Wallace,Electronic,7.2,Philip Sherburne
Gabriel Garzón-Montano,Pop/R&B,7.4,Elias Leight
Grateful Dead,Rock,6.9,Sam Sodomsky
Mr. Tophat,Electronic,7.1,Cameron Cook
Bash & Pop,Rock,7.0,Stuart Berman
Botany,Electronic,6.9,Jay Balfour
The Flaming Lips,Rock,6.2,Stuart Berman
"Kid Koala, Emiliana Torrini","Electronic,Jazz,Pop/R&B",6.3,Mehan Jayasuriya
Shintaro Sakamoto,Rock,7.8,Jesse Jarnow
The Proper Ornaments,Rock,7.4,John S.W. MacDonald
Sheer Mag,Rock,8.3,Jazz Monroe
Joan of Arc,"Metal,Rock",3.8,Evan Rytlewski
Fred Thomas,Rock,7.1,Sam Hockley-Smith
Tim Cohen,Pop/R&B,6.5,John S.W. MacDonald
Wharfer,Folk/Country,6.7,Sam Sodomsky
Foxygen,Rock,7.0,Evan Rytlewski
Dear Nora,Rock,8.3,Quinn Moreland
Uniform,Metal,8.0,Andy O'Connor
Half Japanese,Rock,6.9,Colin Joyce
X-Ray Spex,Rock,10.0,Jenn Pelly
Funkadelic,"Pop/R&B,Rock",8.0,Nate Patrin
Bonobo,"Electronic,Jazz",7.3,Benjamin Scheim
Michael Chapman,Rock,7.7,Stephen Deusner
Sepultura,Metal,6.2,Saby Reyes-Kulkarni
William Basinski,Experimental,7.9,Daniel Martin-McCormick
Chief Keef,Rap,7.3,Sheldon Pearce
Tory Lanez,Rap,4.5,Elias Leight
"Suicideyear, Outthepound",Electronic,6.8,Nathan Reese
The xx,"Electronic,Pop/R&B",8.4,Mark Richardson
"Flo Morrissey, Matthew E. White","Pop/R&B,Rock",6.4,Stephen Deusner
AFI,Rock,5.0,Ian Cohen
A Winged Victory for the Sullen,Experimental,5.9,Kevin Lozano
Nine Inch Nails,Rock,8.7,Sean T. Collins
Yo Gotti,Rap,6.8,Jay Balfour
9T Antiope,Electronic,7.8,Philip Sherburne
Black Anvil,Metal,7.5,Saby Reyes-Kulkarni
Kool A.D.,Rap,6.7,Matthew Strauss
Superfície,Electronic,7.6,Alexander Iadarola
"Anthony Braxton, Miya Masaoka","Experimental,Jazz",7.3,Seth Colter Walls
T.I.,Rap,7.0,Da'Shan Smith
Chavez,"Experimental,Metal,Rock",7.2,Robert Ham
Code Orange,Metal,7.5,Zoe Camp
G Herbo,Rap,7.5,Paul A. Thompson
Massive Attack,Electronic,9.3,Nate Patrin
Krallice,Metal,7.9,Zoe Camp
Uranium Club,Rock,7.3,David Glickman
"Kleenex, LiLiPUT",Rock,9.0,Jenn Pelly
Taso,Electronic,8.1,Kevin Lozano
Little Simz,Rap,7.1,Katherine St. Asaph
Yotam Avni,Electronic,7.0,Andy Beta
Brian Eno,Experimental,7.7,Andy Beta
The Lox,Rap,5.3,Ian Cohen
Harry Bertoia,Experimental,8.0,Marc Masters
Run the Jewels,Rap,8.6,Sheldon Pearce
Steven Warwick,Electronic,7.6,Thea Ballard
Yasiin Bey,Rap,3.5,Marcus J. Moore
"Smoke DZA, Pete Rock",Rap,7.4,Dean Van Nguyen
Senyawa,Experimental,7.4,Philip Sherburne
"Chance the Rapper, Jeremih","Rap,Pop/R&B",8.1,Sheldon Pearce
Jamire Williams,Experimental,7.2,Benjamin Scheim
The-Dream,Pop/R&B,7.0,Rebecca Haithcoat
Worm Ouroboros,Metal,7.5,Sam Sodomsky
Nine Inch Nails,Rock,6.3,Benjamin Scheim
Elder Ones,Experimental,7.8,Seth Colter Walls
The Microphones,"Experimental,Rock",6.5,Benjamin Scheim
Ben Frost,"Electronic,Experimental",7.3,Brian Howe
Kacey Musgraves,Folk/Country,6.8,Marc Hogan
Jay Som,Rock,8.2,Quinn Moreland
Rashad Becker,Electronic,6.8,Andy Beta
Ray Charles,Jazz,9.0,Seth Colter-Walls
Ab-Soul,Rap,4.4,Sheldon Pearce
Pantera,Metal,7.7,Savy Reyes-Kulkarni
Gucci Mane,Rap,7.6,Renato Pagnani
Mica Levi,Experimental,7.1,Kevin Lozano
Kid Cudi,"Rap,Rock",6.7,Matthew Strauss
Sammus,Rap,7.2,Sheldon Pearce
Hodgy,Rap,5.0,Matthew Strauss
Jeff Parker,Jazz,8.0,Philip Sherburne
A-Trak,"Electronic,Rap",6.4,Andy Beta
Jess Williamson,,7.7,Benjamin Scheim
Kevin Abstract,Rap,6.4,David Turner
ADR,,7.1,Thea Ballard
Deadmau5,Electronic,5.9,Philip Sherburne
Jessy Lanza,Pop/R&B,6.5,Vanessa Okoth-Obbo
Peter Broderick,Experimental,6.7,Benjamin Scheim
Qasim Naqvi,Experimental,7.5,Seth Colter Walls
Post Malone,Rap,4.5,Matthew Ramirez
Bob Dylan,Rock,9.3,Jesse Jarnow
"Ricardo Villalobos, Umho",Electronic,7.0,Andrew Gaerig
Peder Mannerfelt,Electronic,7.1,Louis Pattison
J. Cole,Rap,6.7,Paul A. Thompson
Pink Floyd,Rock,8.8,Jesse Jarnow
